post_time,median
0,7.0
1,4.0
2,4.0
3,5.0
4,5.0
5,5.0
6,5.0
7,5.0
8,5.0
9,5.0
10,5.0
11,4.0
12,4.0
13,4.0
14,4.0
15,4.0
16,4.0
17,4.0
18,4.0
19,5.0
20,5.0
21,4.0
22,11.0
23,11.0
